step,ce
1101.0,3.3218612670898438
1102.0,3.336965560913086
1104.0,3.3293263912200928
1105.0,3.331864356994629
1106.0,3.313202381134033
1108.0,3.3228321075439453
1109.0,3.3239166736602783
1110.0,3.3203577995300293
1111.0,3.297830820083618
1112.0,3.308051347732544
1113.0,3.308759927749634
1115.0,3.324153423309326
1116.0,3.317922830581665
1117.0,3.3076047897338867
1118.0,3.31011962890625
1119.0,3.304194450378418
1120.0,3.3049142360687256
1121.0,3.3083434104919434
1122.0,3.2951393127441406
1123.0,3.28848934173584
1124.0,3.310361385345459
1125.0,3.3089683055877686
1126.0,3.2944419384002686
1127.0,3.307581663131714
1128.0,3.310875177383423
1129.0,3.2939255237579346
1130.0,3.276463747024536
1131.0,3.2957870960235596
1132.0,3.2943243980407715
1133.0,3.304532527923584
1134.0,3.2873377799987793
1135.0,3.288971185684204
1136.0,3.272620916366577
1137.0,3.3068978786468506
1138.0,3.2898197174072266
1139.0,3.2878222465515137
1140.0,3.2739055156707764
1141.0,3.276191234588623
1142.0,3.2908198833465576
1143.0,3.292175531387329
1144.0,3.276247262954712
1145.0,3.2841720581054688
1146.0,3.280761957168579
1147.0,3.282033920288086
1148.0,3.2738842964172363
1149.0,3.2846405506134033
1151.0,3.291364908218384
1152.0,3.284026861190796
1153.0,3.2823963165283203
1154.0,3.284623622894287
1155.0,3.2898201942443848
1156.0,3.2739317417144775
1157.0,3.289898633956909
1158.0,3.2795865535736084
1159.0,3.28499174118042
1160.0,3.2658252716064453
1161.0,3.2823903560638428
1162.0,3.27135968208313
1163.0,3.263352155685425
1164.0,3.2569680213928223
1165.0,3.253265619277954
1166.0,3.279733657836914
1167.0,3.276672840118408
1168.0,3.2633750438690186
1169.0,3.2503421306610107
1170.0,3.2653493881225586
1171.0,3.2566616535186768
1172.0,3.262927532196045
1173.0,3.234102249145508
1174.0,3.253122329711914
1175.0,3.243607521057129
1176.0,3.239029884338379
1177.0,3.246886968612671
1178.0,3.2499454021453857
1179.0,3.2495222091674805
1180.0,3.250235080718994
1182.0,3.2719359397888184
1183.0,3.2556488513946533
1184.0,3.2836766242980957
1185.0,3.271517276763916
1186.0,3.26049542427063
1187.0,3.274871349334717
1188.0,3.2492129802703857
1189.0,3.257878303527832
1190.0,3.2537097930908203
1191.0,3.247119665145874
1192.0,3.2344958782196045
1193.0,3.246239185333252
1194.0,3.2431461811065674
1195.0,3.2447009086608887
1196.0,3.237830638885498
1197.0,3.2430012226104736
1198.0,3.244845390319824
1199.0,3.242849588394165
1200.0,3.255711555480957
1201.0,3.2339706420898438
1202.0,3.22646427154541
1203.0,3.2529208660125732
1204.0,3.2328059673309326
1205.0,3.2300655841827393
1206.0,3.221489906311035
1207.0,3.232065439224243
1208.0,3.226980686187744
1209.0,3.224177837371826
1210.0,3.215639591217041
1211.0,3.205899715423584
1212.0,3.2039852142333984
1213.0,3.221640110015869
1214.0,3.214056968688965
1215.0,3.2151875495910645
1217.0,3.230135679244995
1218.0,3.2280194759368896
1219.0,3.2272841930389404
1220.0,3.217935085296631
1221.0,3.234215259552002
1222.0,3.2367115020751953
1223.0,3.2284164428710938
1224.0,3.23307728767395
1225.0,3.2316575050354004
1226.0,3.2314581871032715
1227.0,3.231868028640747
1228.0,3.2136380672454834
1229.0,3.2100155353546143
1231.0,3.227727174758911
1232.0,3.2152047157287598
1233.0,3.19500732421875
1234.0,3.227745294570923
1235.0,3.2082571983337402
1236.0,3.2252771854400635
1237.0,3.2226133346557617
1238.0,3.218414783477783
1239.0,3.2179503440856934
1240.0,3.2080342769622803
1241.0,3.204106330871582
1242.0,3.1990010738372803
1243.0,3.2153077125549316
1244.0,3.2124745845794678
1246.0,3.2025511264801025
1247.0,3.193413734436035
1248.0,3.199397087097168
1249.0,3.1986043453216553
1250.0,3.2013673782348633
1251.0,3.1932430267333984
1253.0,3.1756703853607178
1254.0,3.1838645935058594
1255.0,3.1809027194976807
1256.0,3.1824965476989746
1257.0,3.1783816814422607
1258.0,3.1745445728302
1259.0,3.186984062194824
1260.0,3.1775317192077637
1261.0,3.1931798458099365
1262.0,3.2023370265960693
1263.0,3.1813549995422363
1264.0,3.1950619220733643
1265.0,3.191797971725464
1267.0,3.1798624992370605
1268.0,3.189727544784546
1269.0,3.180555820465088
1270.0,3.1763968467712402
1271.0,3.180697441101074
1272.0,3.192718505859375
1273.0,3.180163621902466
1274.0,3.190394639968872
1275.0,3.193486213684082
1276.0,3.179511547088623
1277.0,3.175739288330078
1278.0,3.179851770401001
1279.0,3.1878249645233154
1280.0,3.1796200275421143
1281.0,3.162217378616333
1282.0,3.1625406742095947
1283.0,3.161402940750122
1284.0,3.1717402935028076
1285.0,3.166384696960449
1286.0,3.1586475372314453
1288.0,3.1621346473693848
1290.0,3.1593892574310303
1292.0,3.1699278354644775
1293.0,3.1543128490448
1294.0,3.165098190307617
1295.0,3.154327630996704
1296.0,3.1627650260925293
1297.0,3.146934986114502
1298.0,3.1518783569335938
1299.0,3.1674132347106934
1300.0,3.145263671875
1302.0,3.155707597732544
1303.0,3.161949634552002
1304.0,3.1598100662231445
1305.0,3.1829521656036377
1306.0,3.175602912902832
1308.0,3.1527910232543945
1309.0,3.1634514331817627
1310.0,3.1685192584991455
1312.0,3.1599104404449463
1313.0,3.160393238067627
1314.0,3.1523046493530273
1315.0,3.1388487815856934
1316.0,3.148498773574829
1317.0,3.1432840824127197
1318.0,3.175321340560913
1320.0,3.1742939949035645
1321.0,3.160994291305542
1322.0,3.1522376537323
1323.0,3.1453113555908203
1324.0,3.141622543334961
1325.0,3.1457362174987793
1326.0,3.1380927562713623
1327.0,3.1451754570007324
1328.0,3.153954029083252
1329.0,3.149575710296631
1330.0,3.1310434341430664
1331.0,3.145575761795044
1332.0,3.1572608947753906
1333.0,3.1384804248809814
1334.0,3.147312879562378
1335.0,3.155025005340576
1336.0,3.1486127376556396
1337.0,3.140144109725952
1338.0,3.139301300048828
1339.0,3.1449921131134033
1340.0,3.134673595428467
1341.0,3.1197991371154785
1342.0,3.1392645835876465
1343.0,3.140610694885254
1344.0,3.1305418014526367
1345.0,3.132412910461426
1347.0,3.150799512863159
1348.0,3.1349730491638184
1349.0,3.1306169033050537
1350.0,3.1312179565429688
1351.0,3.1328494548797607
1352.0,3.127046585083008
1353.0,3.1376614570617676
1354.0,3.1163086891174316
1355.0,3.120107412338257
1356.0,3.136691093444824
1357.0,3.125786542892456
1358.0,3.1208157539367676
1359.0,3.107231855392456
1360.0,3.123695135116577
1361.0,3.124746561050415
1362.0,3.1444449424743652
1364.0,3.1155519485473633
1365.0,3.1234357357025146
1366.0,3.1176066398620605
1368.0,3.1242098808288574
1369.0,3.1218056678771973
1370.0,3.136805295944214
1371.0,3.13047456741333
1372.0,3.129680633544922
1373.0,3.14057993888855
1374.0,3.114166021347046
1375.0,3.1411917209625244
1376.0,3.1340088844299316
1377.0,3.1275622844696045
1378.0,3.1248221397399902
1379.0,3.121898651123047
1380.0,3.117295026779175
1381.0,3.1240811347961426
1382.0,3.1042816638946533
1383.0,3.113229990005493
1384.0,3.111250638961792
1386.0,3.1068875789642334
1387.0,3.121232509613037
1388.0,3.1151821613311768
1390.0,3.1158108711242676
1391.0,3.1108288764953613
1392.0,3.1008896827697754
1393.0,3.106804609298706
1394.0,3.1239705085754395
1395.0,3.091557741165161
1396.0,3.1064324378967285
1397.0,3.0990734100341797
1398.0,3.113030195236206
1399.0,3.1162540912628174
1400.0,3.097734212875366
1401.0,3.111971139907837
1402.0,3.1115076541900635
1403.0,3.109776020050049
1404.0,3.1147632598876953
1405.0,3.0965664386749268
1406.0,3.103090286254883
1407.0,3.0875892639160156
1408.0,3.1166791915893555
1409.0,3.1105690002441406
1410.0,3.096743583679199
1411.0,3.111236333847046
1412.0,3.093607187271118
1413.0,3.103954315185547
1414.0,3.1059346199035645
1415.0,3.1010372638702393
1416.0,3.0912022590637207
1417.0,3.1094510555267334
1418.0,3.089798927307129
1419.0,3.0976972579956055
1420.0,3.086775779724121
1421.0,3.09932279586792
1422.0,3.0882041454315186
1423.0,3.0840530395507812
1424.0,3.098381996154785
1425.0,3.0967025756835938
1426.0,3.0927305221557617
1427.0,3.088712453842163
1428.0,3.0948867797851562
1429.0,3.0941293239593506
1430.0,3.082289218902588
1431.0,3.0883846282958984
1432.0,3.089724540710449
1433.0,3.1043574810028076
1434.0,3.102510690689087
1435.0,3.0937013626098633
1436.0,3.0897467136383057
1437.0,3.0827808380126953
1438.0,3.0843591690063477
1439.0,3.0788791179656982
1440.0,3.0899455547332764
1441.0,3.087521553039551
1442.0,3.0847959518432617
1443.0,3.0736937522888184
1444.0,3.074798345565796
1447.0,3.0832128524780273
1448.0,3.0705604553222656
1449.0,3.065793752670288
1451.0,3.084590435028076
1452.0,3.0964372158050537
1453.0,3.08176326751709
1454.0,3.081403970718384
1455.0,3.0800912380218506
1456.0,3.0679562091827393
1458.0,3.0909130573272705
1459.0,3.088505268096924
1460.0,3.0888612270355225
1461.0,3.07848858833313
1462.0,3.0665111541748047
1463.0,3.073643207550049
1464.0,3.08376407623291
1465.0,3.0914106369018555
1467.0,3.0675570964813232
1468.0,3.0744998455047607
1470.0,3.061704635620117
1471.0,3.0581252574920654
1472.0,3.0836753845214844
1473.0,3.0827670097351074
1474.0,3.0770263671875
1475.0,3.0707716941833496
1476.0,3.0717978477478027
1477.0,3.0656180381774902
1478.0,3.067831516265869
1479.0,3.0754692554473877
1480.0,3.0595521926879883
1481.0,3.0718984603881836
1482.0,3.0491321086883545
1483.0,3.0707592964172363
1484.0,3.061474561691284
1485.0,3.0642940998077393
1486.0,3.0571117401123047
1487.0,3.0598909854888916
1488.0,3.060819625854492
1489.0,3.0661556720733643
1490.0,3.0653223991394043
1491.0,3.060049295425415
1492.0,3.0626072883605957
1493.0,3.0516347885131836
1494.0,3.0595014095306396
1495.0,3.05297589302063
1496.0,3.067310094833374
1497.0,3.0562655925750732
1498.0,3.0530269145965576
1499.0,3.062307596206665
1500.0,3.0631206035614014
1501.0,3.04679799079895
1502.0,3.0563175678253174
1503.0,3.057274341583252
1504.0,3.050410747528076
1505.0,3.0627119541168213
1506.0,3.0592312812805176
1507.0,3.055002450942993
1508.0,3.0516843795776367
1509.0,3.050231456756592
1510.0,3.0636208057403564
1511.0,3.053989887237549
1512.0,3.0650312900543213
1513.0,3.0707836151123047
1514.0,3.046722888946533
1515.0,3.044445753097534
1516.0,3.0301225185394287
1517.0,3.045499086380005
1518.0,3.0461206436157227
1519.0,3.0506834983825684
1520.0,3.0330755710601807
1521.0,3.0383687019348145
1522.0,3.046931743621826
1523.0,3.045361280441284
1524.0,3.0557498931884766
1525.0,3.0526673793792725
1526.0,3.0397071838378906
1527.0,3.052964687347412
1528.0,3.0468156337738037
1529.0,3.0472640991210938
1530.0,3.031327247619629
1531.0,3.044053554534912
1532.0,3.0484514236450195
1533.0,3.0467441082000732
1534.0,3.0328879356384277
1535.0,3.056227207183838
1536.0,3.046910047531128
1539.0,3.06510329246521
1540.0,3.035745143890381
1541.0,3.0339033603668213
1542.0,3.031435966491699
1543.0,3.0496938228607178
1544.0,3.024487257003784
1545.0,3.025864601135254
1546.0,3.0278284549713135
1547.0,3.035886764526367
1548.0,3.037903070449829
1549.0,3.0269775390625
1550.0,3.0167460441589355
1551.0,3.010812997817993
1552.0,3.042346954345703
1553.0,3.0159761905670166
1554.0,3.0452611446380615
1555.0,3.039929151535034
1556.0,3.030626058578491
1557.0,3.0258278846740723
1558.0,3.0223662853240967
1559.0,3.01326584815979
1560.0,3.0411839485168457
1561.0,3.030897855758667
1562.0,3.03019642829895
1563.0,3.0414328575134277
1564.0,3.0239720344543457
1565.0,3.012324571609497
1566.0,3.025374412536621
1567.0,3.023289918899536
1568.0,3.028318166732788
1569.0,3.0347211360931396
1570.0,3.0234880447387695
1571.0,3.0253453254699707
1572.0,3.036104917526245
1573.0,3.0295588970184326
1574.0,3.0225279331207275
1575.0,3.0303878784179688
1577.0,3.030456781387329
1578.0,3.014686346054077
1579.0,3.0392086505889893
1580.0,3.021908760070801
1581.0,3.0513768196105957
1582.0,3.0237083435058594
1583.0,3.0151052474975586
1584.0,3.0098321437835693
1585.0,3.0139095783233643
1586.0,3.014390230178833
1587.0,3.0221292972564697
1588.0,3.0048556327819824
1589.0,3.036403179168701
1590.0,3.021496057510376
1591.0,3.0317459106445312
1592.0,3.024878978729248
1593.0,3.0088562965393066
1594.0,3.0136661529541016
1595.0,3.0114083290100098
1596.0,3.0206315517425537
1597.0,3.014854669570923
1598.0,3.0179708003997803
1599.0,3.0135412216186523
1600.0,3.0280613899230957
1601.0,3.0005075931549072
1602.0,3.017003297805786
1603.0,3.0158843994140625
1604.0,3.0147972106933594
1605.0,3.026273012161255
1606.0,3.0017499923706055
1608.0,3.0128204822540283
1609.0,3.007911443710327
1610.0,3.016543388366699
1611.0,3.0123424530029297
1612.0,3.0209670066833496
1613.0,3.0015928745269775
1614.0,3.004526138305664
1615.0,3.018648386001587
1616.0,2.995574474334717
1617.0,2.998947858810425
1619.0,2.9981086254119873
1620.0,3.006805896759033
1621.0,3.0130531787872314
1622.0,3.018195152282715
1623.0,3.012369155883789
1624.0,3.009166717529297
1625.0,3.0056920051574707
1626.0,3.0128533840179443
1627.0,3.009538412094116
1628.0,3.006967544555664
1629.0,3.0045576095581055
1630.0,2.986165761947632
1631.0,2.997457981109619
1632.0,3.0089190006256104
1633.0,2.992697238922119
1634.0,3.007854461669922
1635.0,3.0165858268737793
1636.0,2.999826431274414
1637.0,3.0025603771209717
1638.0,2.9967470169067383
1639.0,3.003293514251709
1640.0,2.997518539428711
1641.0,2.9966750144958496
1642.0,3.0031518936157227
1643.0,3.00223708152771
1644.0,3.0051610469818115
1645.0,2.994471549987793
1647.0,3.0078253746032715
1648.0,2.985944986343384
1649.0,2.9987120628356934
1650.0,2.999044418334961
1651.0,3.0088369846343994
1652.0,2.9932785034179688
1653.0,2.990943193435669
1654.0,2.980351209640503
1655.0,3.0010242462158203
1656.0,2.9834225177764893
1657.0,2.9898312091827393
1659.0,2.9765028953552246
1660.0,2.9929990768432617
1661.0,2.992201328277588
1662.0,2.9963583946228027
1663.0,2.9936511516571045
1664.0,3.0002601146698
1665.0,2.9840028285980225
1666.0,2.995051383972168
1667.0,2.9972376823425293
1668.0,2.985891819000244
1670.0,2.9975531101226807
1673.0,2.9949915409088135
1674.0,2.9884989261627197
1675.0,2.98307728767395
1676.0,2.9825856685638428
1677.0,2.9781408309936523
1678.0,2.9802398681640625
1679.0,2.988029718399048
1680.0,2.9968576431274414
1681.0,2.986974000930786
1682.0,2.9877524375915527
1683.0,2.973370313644409
1684.0,2.9997358322143555
1685.0,2.986456871032715
1686.0,2.9715676307678223
1687.0,2.989779233932495
1688.0,2.9895005226135254
1689.0,2.984103202819824
1690.0,2.984386682510376
1691.0,2.9764957427978516
1692.0,2.9701616764068604
1693.0,2.978992223739624
1694.0,2.9847965240478516
1695.0,2.996119260787964
1696.0,2.982288360595703
1697.0,2.992016315460205
1698.0,2.9882278442382812
1699.0,2.986889362335205
1700.0,2.977691173553467
1702.0,2.972393035888672
1703.0,2.9848175048828125
1704.0,2.969989538192749
1705.0,2.9810426235198975
1706.0,2.990387439727783
1707.0,2.9790022373199463
1708.0,2.9753339290618896
1709.0,2.982442617416382
1710.0,2.9766793251037598
1711.0,2.985344171524048
1712.0,2.986328125
1713.0,2.9878273010253906
1714.0,2.964876413345337
1715.0,2.969731569290161
1716.0,2.9720616340637207
1717.0,2.975858211517334
1719.0,2.9725449085235596
1720.0,2.981921434402466
1721.0,2.9837586879730225
1722.0,2.978320837020874
1723.0,2.9737648963928223
1724.0,2.971409797668457
1725.0,2.9737985134124756
1726.0,2.964498281478882
1727.0,2.9737863540649414
1728.0,2.9691193103790283
1729.0,2.9637227058410645
1730.0,2.9720380306243896
1731.0,2.9607319831848145
1732.0,2.978975534439087
1733.0,2.976400852203369
1734.0,2.9633145332336426
1735.0,2.961646556854248
1736.0,2.979170560836792
1737.0,2.964717149734497
1738.0,2.9675090312957764
1739.0,2.9886574745178223
1740.0,2.959339141845703
1741.0,2.973968267440796
1742.0,2.962038993835449
1743.0,2.9663355350494385
1744.0,2.970087766647339
1745.0,2.960881471633911
1746.0,2.9726340770721436
1747.0,2.9468820095062256
1748.0,2.954582929611206
1749.0,2.9672889709472656
1750.0,2.970883369445801
1751.0,2.968235492706299
1752.0,2.9656174182891846
1753.0,2.9662911891937256
1754.0,2.9633142948150635
1755.0,2.9537482261657715
1756.0,2.962613344192505
1757.0,2.9674174785614014
1758.0,2.954294204711914
1759.0,2.9713714122772217
1760.0,2.9672834873199463
1761.0,2.9694507122039795
1762.0,2.9646942615509033
1763.0,2.962174415588379
1764.0,2.950374126434326
1765.0,2.9712984561920166
1766.0,2.948148488998413
1767.0,2.9677648544311523
1768.0,2.9479308128356934
1769.0,2.9784841537475586
1770.0,2.9510109424591064
1771.0,2.948868751525879
1772.0,2.9640421867370605
1773.0,2.9577701091766357
1774.0,2.9583446979522705
1775.0,2.9549405574798584
1776.0,2.954272985458374
1777.0,2.953930377960205
1778.0,2.9626128673553467
1779.0,2.9575939178466797
1780.0,2.9560818672180176
1781.0,2.951537609100342
1782.0,2.9603614807128906
1783.0,2.9619522094726562
1784.0,2.955125093460083
1785.0,2.949730157852173
1786.0,2.942939519882202
1787.0,2.944552421569824
1788.0,2.9482269287109375
1789.0,2.9644389152526855
1790.0,2.945936679840088
1791.0,2.9493086338043213
1792.0,2.9619977474212646
1793.0,2.951972007751465
1794.0,2.9474141597747803
1795.0,2.9527859687805176
1796.0,2.966660737991333
1797.0,2.941882848739624
1798.0,2.9517099857330322
1799.0,2.943915605545044
1800.0,2.9637889862060547
1801.0,2.9484024047851562
1802.0,2.9527766704559326
1803.0,2.941283941268921
1804.0,2.9593734741210938
1805.0,2.945855140686035
1806.0,2.9487295150756836
1807.0,2.9490561485290527
1808.0,2.9426982402801514
1809.0,2.9476540088653564
1810.0,2.9354984760284424
1813.0,2.939476728439331
1814.0,2.9527833461761475
1815.0,2.938159227371216
1816.0,2.9333667755126953
1818.0,2.936697483062744
1819.0,2.937018632888794
1820.0,2.9359307289123535
1821.0,2.9422709941864014
1822.0,2.9389052391052246
1823.0,2.936251640319824
1824.0,2.940640687942505
1825.0,2.947314977645874
1826.0,2.9283082485198975
1827.0,2.9653122425079346
1828.0,2.94277024269104
1829.0,2.9328391551971436
1830.0,2.9388794898986816
1831.0,2.935953140258789
1832.0,2.9380898475646973
1833.0,2.9327588081359863
1834.0,2.93359112739563
1835.0,2.9372031688690186
1836.0,2.949979066848755
1837.0,2.9353973865509033
1838.0,2.9356915950775146
1839.0,2.9469821453094482
1840.0,2.9210143089294434
1841.0,2.9343061447143555
1842.0,2.9387786388397217
1843.0,2.943242311477661
1844.0,2.938990592956543
1845.0,2.9412033557891846
1846.0,2.939046621322632
1847.0,2.9448230266571045
1848.0,2.946173667907715
1849.0,2.9435157775878906
1850.0,2.9399120807647705
1851.0,2.9373526573181152
1852.0,2.947460174560547
1854.0,2.927628755569458
1855.0,2.9343881607055664
1856.0,2.9291577339172363
1857.0,2.9401659965515137
1858.0,2.9338598251342773
1859.0,2.9267404079437256
1860.0,2.9332151412963867
1861.0,2.9367990493774414
1862.0,2.9234039783477783
1863.0,2.94064998626709
1864.0,2.949605703353882
1865.0,2.927233934402466
1866.0,2.936471462249756
1869.0,2.9207370281219482
1870.0,2.932961940765381
1871.0,2.9237985610961914
1872.0,2.925123691558838
1873.0,2.931264877319336
1874.0,2.95123553276062
1875.0,2.9458560943603516
1876.0,2.9360296726226807
1877.0,2.913078546524048
1878.0,2.931098461151123
1879.0,2.931698799133301
1880.0,2.912122964859009
1881.0,2.903123378753662
1882.0,2.910348653793335
1883.0,2.913437604904175
1884.0,2.9112777709960938
1885.0,2.924593925476074
1886.0,2.9203457832336426
1887.0,2.928546190261841
1888.0,2.9322474002838135
1889.0,2.9222919940948486
1890.0,2.9182071685791016
1891.0,2.9230446815490723
1892.0,2.921030282974243
1893.0,2.9348320960998535
1894.0,2.9291648864746094
1895.0,2.910797357559204
1897.0,2.9188153743743896
1898.0,2.928391456604004
1900.0,2.9093782901763916
1901.0,2.926440715789795
1902.0,2.9290568828582764
1903.0,2.9142253398895264
1904.0,2.9066176414489746
1905.0,2.90539288520813
1906.0,2.9138457775115967
1907.0,2.917998790740967
1908.0,2.9229602813720703
1909.0,2.9134557247161865
1910.0,2.906165361404419
1911.0,2.9065041542053223
1912.0,2.919672727584839
1913.0,2.9150545597076416
1914.0,2.932758331298828
1915.0,2.92083740234375
1916.0,2.9184489250183105
1917.0,2.9234302043914795
1918.0,2.922691583633423
1919.0,2.9148857593536377
1920.0,2.9233243465423584
1921.0,2.921278476715088
1922.0,2.9266273975372314
1923.0,2.926483392715454
1924.0,2.9088337421417236
1925.0,2.9193618297576904
1926.0,2.911135673522949
1927.0,2.9130678176879883
1928.0,2.9270565509796143
1929.0,2.898589849472046
1930.0,2.8972854614257812
1931.0,2.9159438610076904
1933.0,2.92118763923645
1934.0,2.8994641304016113
1935.0,2.914547920227051
1936.0,2.927100896835327
1938.0,2.9112589359283447
1939.0,2.9245316982269287
1940.0,2.9008560180664062
1941.0,2.910217761993408
1942.0,2.9247868061065674
1943.0,2.909834861755371
1944.0,2.908627986907959
1945.0,2.923617362976074
1946.0,2.905745029449463
1947.0,2.8965039253234863
1948.0,2.907099962234497
1949.0,2.9282872676849365
1950.0,2.905164957046509
1951.0,2.9098544120788574
1952.0,2.891918659210205
1953.0,2.913877487182617
1954.0,2.9219858646392822
1955.0,2.90096116065979
1956.0,2.8824880123138428
1957.0,2.901686191558838
1958.0,2.906662940979004
1959.0,2.9056012630462646
1960.0,2.8998196125030518
1961.0,2.912649154663086
1962.0,2.9034175872802734
1963.0,2.9032979011535645
1964.0,2.9151124954223633
1965.0,2.9069101810455322
1967.0,2.906479835510254
1968.0,2.9192752838134766
1969.0,2.9114229679107666
1970.0,2.9009816646575928
