step,ce,tokens
54.0,6.654628,101000000.0
75.0,6.027798,139000000.0
89.0,5.786422,165000000.0
102.0,5.593227,189000000.0
130.0,5.264421,240000000.0
145.0,5.028988,268000000.00000003
196.0,4.644678,361000000.0
197.0,4.679765,363000000.0
199.0,4.638308,367000000.0
204.0,4.665734,376000000.0
224.0,4.531826,413000000.0
327.0,4.114841,602000000.0
348.0,3.913731,640000000.0
358.0,3.975799,659000000.0
367.0,4.242906,675000000.0
385.0,4.215389,708000000.0
390.0,4.071311,717000000.0
414.0,3.731848,762000000.0
442.0,3.589935,813000000.0
450.0,3.545122,828000000.0
488.0,4.374698,897000000.0
500.0,4.016614,919000000.0
513.0,3.759857,943000000.0
587.0,3.35872,1079000000.0
642.0,3.544147,1180000000.0
650.0,3.409288,1195000000.0
667.0,3.293267,1226000000.0
688.0,3.266472,1264000000.0
699.0,3.314811,1285000000.0
702.0,3.278094,1290000000.0
739.0,3.22888,1358000000.0
775.0,3.15237,1424000000.0
827.0,3.123131,1519000000.0
1001.0,2.986392,1839000000.0
1029.0,3.011777,1890000000.0
1050.0,2.986287,1929000000.0
1054.0,2.993645,1936000000.0
1132.0,2.932847,2079000000.0000002
1141.0,2.934897,2096000000.0
1157.0,2.905655,2125000000.0
1174.0,2.929809,2156000000.0
1191.0,2.934211,2187000000.0
1286.0,2.912871,2362000000.0
1315.0,2.856453,2415000000.0
1322.0,2.861274,2428000000.0
1323.0,2.85263,2430000000.0
1334.0,2.872349,2450000000.0
1366.0,2.842779,2508000000.0
1376.0,2.875983,2527000000.0
1405.0,2.834197,2580000000.0
1416.0,2.845576,2600000000.0
1424.0,2.842826,2615000000.0
1501.0,2.79894,2756000000.0
1519.0,2.786771,2789000000.0
1540.0,2.793126,2828000000.0
1548.0,2.783165,2842000000.0
1565.0,2.795036,2874000000.0
1579.0,2.773361,2899000000.0
1593.0,2.785944,2925000000.0
1605.0,2.788515,2947000000.0
1639.0,2.744316,3009000000.0
1681.0,2.767321,3086000000.0
1727.0,2.733204,3171000000.0
1754.0,2.729304,3220000000.0
1770.0,2.706304,3250000000.0
1816.0,2.74145,3334000000.0
1834.0,2.718079,3367000000.0
1836.0,2.739117,3371000000.0
1854.0,2.693578,3404000000.0
1857.0,2.709694,3409000000.0
1882.0,2.709034,3455000000.0
1884.0,2.68622,3459000000.0
1890.0,2.681915,3470000000.0
1923.0,2.695773,3531000000.0
1998.0,2.684178,3668000000.0
2144.0,2.65661,3936000000.0
2220.0,2.622898,4075999999.9999995
2254.0,2.632172,4138000000.0
2314.0,2.633635,4248000000.0
2329.0,2.612288,4276000000.0
2411.0,2.6234,4426000000.0
2427.0,2.610264,4455000000.0
2432.0,2.602208,4465000000.0
2454.0,2.613038,4505000000.0
2476.0,2.622304,4545000000.0
2508.0,2.613749,4604000000.0
2513.0,2.613646,4613000000.0
2574.0,2.58309,4725000000.0
2632.0,2.580968,4832000000.0
2660.0,2.568695,4883000000.0
2669.0,2.591734,4899000000.0
2675.0,2.607413,4910000000.0
2724.0,2.603354,5000000000.0
2771.0,2.599588,5087000000.0
2793.0,2.59186,5127000000.0
2887.0,2.57698,5300000000.0
2917.0,2.59584,5355000000.0
2925.0,2.536839,5369000000.0
2928.0,2.574325,5375000000.0
2993.0,2.551422,5494000000.0
2995.0,2.57932,5498000000.0
