step,ce,tokens
47.0,6.792133,101000000.0
68.0,6.115961,145000000.0
82.0,5.839512,174000000.0
95.0,5.625575,201000000.0
123.0,5.303443,260000000.0
138.0,5.145153,292000000.0
189.0,4.70177,398000000.0
192.0,4.68774,405000000.0
217.0,4.481752,457000000.0
320.0,4.131158,673000000.0
341.0,4.420393,717000000.0
351.0,4.457221,738000000.0
360.0,4.126666,757000000.0
378.0,3.898623,795000000.0
383.0,3.875065,805000000.0
407.0,3.737794,856000000.0
435.0,3.665822,914000000.0
443.0,3.64865,931000000.0
481.0,4.294959,1010999999.9999999
493.0,4.422188,1036000000.0
506.0,3.99403,1063000000.0
580.0,3.429394,1218000000.0
635.0,3.360222,1334000000.0
643.0,3.321405,1351000000.0
660.0,3.303654,1386000000.0
681.0,3.270215,1430000000.0
692.0,3.393355,1453000000.0
695.0,3.855074,1460000000.0
732.0,3.416133,1537000000.0
768.0,3.22102,1613000000.0
820.0,3.408526,1722000000.0
994.0,3.073715,2087000000.0000002
1022.0,3.102634,2145000000.0
1043.0,3.06356,2189000000.0
1047.0,3.078004,2198000000.0
1125.0,3.015787,2361000000.0
1134.0,3.032955,2380000000.0
1150.0,2.986863,2414000000.0
1167.0,2.973961,2449000000.0
1184.0,2.969272,2485000000.0
1279.0,2.944758,2684000000.0
1308.0,2.90814,2745000000.0
1315.0,2.924034,2760000000.0
1316.0,2.926587,2762000000.0
1327.0,2.934003,2785000000.0
1359.0,2.916979,2852000000.0
1369.0,2.924666,2873000000.0
1398.0,2.885192,2934000000.0
1409.0,2.882771,2957000000.0
1417.0,2.852583,2974000000.0
1494.0,2.884513,3135000000.0
1512.0,2.867844,3173000000.0
1533.0,2.929622,3217000000.0
1541.0,2.871783,3234000000.0
1558.0,2.840612,3269000000.0
1572.0,2.816315,3299000000.0
1586.0,2.827602,3328000000.0
1598.0,2.81057,3353000000.0
1632.0,2.825933,3425000000.0
1674.0,2.7964,3513000000.0
1720.0,2.810316,3609000000.0
1747.0,2.762856,3666000000.0
1763.0,2.769984,3699000000.0
1809.0,2.780514,3796000000.0
1827.0,2.763534,3834000000.0
1829.0,2.754797,3838000000.0
1847.0,2.776029,3876000000.0
1850.0,2.752218,3882000000.0
1875.0,2.767017,3934000000.0
1877.0,2.77727,3938000000.0
1883.0,2.77285,3951000000.0
1916.0,2.735044,4019999999.9999995
1991.0,2.736667,4178000000.0
2137.0,2.715848,4484000000.0
2213.0,2.720602,4643000000.0
2247.0,2.67605,4714000000.0
2307.0,2.692245,4840000000.0
2322.0,2.69338,4872000000.0
2404.0,2.676702,5044000000.0
2420.0,2.694501,5077000000.0
2425.0,2.689609,5088000000.0
2447.0,2.683922,5134000000.0
2469.0,2.678907,5180000000.0
2501.0,2.646712,5247000000.0
2506.0,2.649952,5258000000.0
2567.0,2.674912,5385000000.0
2625.0,2.62437,5507000000.0
