step,ce,tokens
54.0,6.709588,101000000.0
75.0,6.087071,139000000.0
89.0,5.841609,165000000.0
102.0,5.618783,189000000.0
130.0,5.322656,240000000.0
145.0,5.077963,268000000.00000003
196.0,4.677433,361000000.0
197.0,4.704426,363000000.0
199.0,4.65976,367000000.0
204.0,4.660568,376000000.0
224.0,4.505701,413000000.0
327.0,4.298521,602000000.0
348.0,4.170731,640000000.0
358.0,4.043626,659000000.0
367.0,3.924069,675000000.0
385.0,4.010413,708000000.0
390.0,4.031432,717000000.0
414.0,3.933619,762000000.0
442.0,3.679919,813000000.0
450.0,3.607091,828000000.0
488.0,3.553083,897000000.0
500.0,3.556308,919000000.0
513.0,3.829068,943000000.0
587.0,3.366786,1079000000.0
642.0,3.268522,1180000000.0
650.0,3.260465,1195000000.0
667.0,3.402582,1226000000.0
688.0,3.650777,1264000000.0
699.0,3.412106,1285000000.0
702.0,3.306681,1290000000.0
739.0,3.213214,1358000000.0
775.0,3.118521,1424000000.0
827.0,3.503675,1519000000.0
1001.0,3.033047,1839000000.0
1029.0,3.049945,1890000000.0
1050.0,2.992144,1929000000.0
1054.0,3.005145,1936000000.0
1132.0,2.927761,2079000000.0000002
1141.0,2.933658,2096000000.0
1157.0,2.917621,2125000000.0
1174.0,2.930506,2156000000.0
1191.0,2.93617,2187000000.0
1286.0,2.886825,2362000000.0
1315.0,2.834333,2415000000.0
1322.0,2.852665,2428000000.0
1323.0,2.844802,2430000000.0
1334.0,2.856997,2450000000.0
1366.0,2.824145,2508000000.0
1376.0,2.859764,2527000000.0
1405.0,2.823772,2580000000.0
1416.0,2.81466,2600000000.0
1424.0,2.82928,2615000000.0
1501.0,2.773521,2756000000.0
1519.0,2.771981,2789000000.0
1540.0,2.776804,2828000000.0
1548.0,2.813156,2842000000.0
1565.0,2.772788,2874000000.0
1579.0,2.739548,2899000000.0
1593.0,2.760468,2925000000.0
1605.0,2.768346,2947000000.0
1639.0,2.716263,3009000000.0
1681.0,2.745434,3086000000.0
1727.0,2.70534,3171000000.0
1754.0,2.701618,3220000000.0
1770.0,2.676088,3250000000.0
1816.0,2.710363,3334000000.0
1834.0,2.678438,3367000000.0
1836.0,2.702554,3371000000.0
1854.0,2.656025,3404000000.0
1857.0,2.675879,3409000000.0
1882.0,2.674769,3455000000.0
1884.0,2.653594,3459000000.0
1890.0,2.649371,3470000000.0
1923.0,2.65915,3531000000.0
1998.0,2.647034,3668000000.0
2144.0,2.620113,3936000000.0
2220.0,2.587666,4075999999.9999995
2254.0,2.590859,4138000000.0
2314.0,2.589675,4248000000.0
2329.0,2.570311,4276000000.0
2411.0,2.576765,4426000000.0
2427.0,2.584047,4455000000.0
2432.0,2.569539,4465000000.0
2454.0,2.564743,4505000000.0
2476.0,2.573283,4545000000.0
2508.0,2.564872,4604000000.0
2513.0,2.56576,4613000000.0
2574.0,2.534671,4725000000.0
2632.0,2.533165,4832000000.0
2660.0,2.520155,4883000000.0
2669.0,2.542532,4899000000.0
2675.0,2.554938,4910000000.0
2724.0,2.554348,5000000000.0
2771.0,2.543633,5087000000.0
2793.0,2.537842,5127000000.0
2887.0,2.519519,5300000000.0
2917.0,2.539098,5355000000.0
2925.0,2.481606,5369000000.0
2928.0,2.518966,5375000000.0
2993.0,2.493153,5494000000.0
2995.0,2.521676,5498000000.0
3046.0,2.486115,5591000000.0
3072.0,2.491849,5639000000.0
3106.0,2.518372,5701000000.0
3120.0,2.504915,5727000000.0
3127.0,2.504747,5740000000.0
3150.0,2.467575,5782000000.0
3162.0,2.488412,5804000000.0
3165.0,2.478256,5810000000.0
3207.0,2.470104,5887000000.0
3256.0,2.480329,5977000000.0
3260.0,2.504461,5984000000.0
3268.0,2.483067,5999000000.0
3372.0,2.473199,6189000000.0
3397.0,2.466616,6235000000.0
3426.0,2.440682,6289000000.0
3447.0,2.494135,6327000000.0
3452.0,2.452253,6336000000.0
3539.0,2.46353,6496000000.0
3546.0,2.486802,6509000000.0
3569.0,2.491743,6551000000.0
3582.0,2.49214,6575000000.0
3664.0,2.457761,6725000000.0
3673.0,2.452592,6742000000.0
3730.0,2.430079,6846000000.0
3777.0,2.47406,6933000000.0
3837.0,2.445047,7043000000.0
3915.0,2.461176,7186000000.0
3925.0,2.471876,7204000000.0
3932.0,2.452318,7217000000.0
3935.0,2.44373,7223000000.0
3951.0,2.431347,7252000000.0
3977.0,2.456146,7300000000.0
4020.0,2.473232,7379000000.0
4030.0,2.415041,7397000000.0
4070.0,2.439204,7470000000.0
4108.0,2.452734,7540000000.0
4156.0,2.412002,7628000000.0
4195.0,2.429683,7700000000.0
4216.0,2.437751,7738000000.0
4231.0,2.412191,7766000000.0
4251.0,2.438369,7802000000.0
4267.0,2.433531,7832000000.0
4276.0,2.420636,7848000000.0
4301.0,2.43325,7894000000.0
4391.0,2.403672,8058999999.999999
4392.0,2.438749,8061000000.0
4433.0,2.416803,8135999999.999999
4501.0,2.411702,8260999999.999999
4519.0,2.425845,8294000000.000001
4541.0,2.419044,8335000000.000001
4556.0,2.402739,8362000000.0
4576.0,2.411322,8398999999.999999
4661.0,2.389869,8555000000.0
4691.0,2.398853,8610000000.0
4702.0,2.421654,8630000000.0
4715.0,2.409179,8654000000.0
4731.0,2.437229,8683000000.0
4748.0,2.417998,8714000000.0
4750.0,2.404203,8718000000.0
4759.0,2.420388,8735000000.0
4806.0,2.414371,8821000000.0
