step,ce,tokens
52.0,6.404502,101000000.0
73.0,5.956191,141000000.0
87.0,5.694354,167000000.0
100.0,5.52235,192000000.0
128.0,5.194942,245000000.0
143.0,5.077624,274000000.0
194.0,4.748022,371000000.0
195.0,4.734439,373000000.0
197.0,4.720645,376000000.0
202.0,4.77378,386000000.0
222.0,4.661135,424000000.0
325.0,4.300295,620000000.0
346.0,4.135279,659000000.0
356.0,4.255079,678000000.0
365.0,4.527267,696000000.0
383.0,4.456769,730000000.0
388.0,4.284638,739000000.0
412.0,4.000673,785000000.0
440.0,3.849318,838000000.0
448.0,3.802369,853000000.0
486.0,3.668704,926000000.0
498.0,3.63564,948000000.0
511.0,3.586876,973000000.0
585.0,3.500233,1114000000.0
640.0,3.551062,1218000000.0
648.0,3.452516,1233000000.0
665.0,3.432019,1266000000.0
686.0,3.371637,1306000000.0
697.0,3.400958,1327000000.0
700.0,3.361038,1332000000.0
737.0,3.304941,1403000000.0
773.0,3.326082,1471000000.0
825.0,3.276752,1570000000.0
999.0,3.209557,1901000000.0
1027.0,3.198469,1954000000.0
1048.0,3.183924,1994000000.0
1052.0,3.192914,2001000000.0
1130.0,3.209326,2150000000.0
1139.0,3.171561,2167000000.0
1155.0,3.176208,2197000000.0
1172.0,3.145062,2229000000.0
1189.0,3.143128,2262000000.0
1284.0,3.090996,2442000000.0
1313.0,3.135571,2497000000.0
1320.0,3.132233,2511000000.0
1321.0,3.153154,2513000000.0
1332.0,3.127112,2533000000.0
1364.0,3.11242,2594000000.0
1374.0,3.094244,2613000000.0
1403.0,3.069066,2668000000.0
1414.0,3.110246,2689000000.0
1422.0,3.07796,2704000000.0
1499.0,3.047729,2851000000.0
1517.0,3.064885,2885000000.0
1538.0,3.054003,2925000000.0
1546.0,3.080198,2940000000.0
1563.0,3.127487,2972000000.0
1577.0,3.067378,2999000000.0
1591.0,3.034482,3026000000.0
1603.0,3.007293,3048000000.0
1637.0,3.031386,3113000000.0
1679.0,3.012892,3193000000.0
1725.0,3.024685,3280000000.0
1752.0,2.975851,3332000000.0
1768.0,3.008869,3362000000.0
1814.0,2.981489,3449000000.0
1832.0,2.981987,3484000000.0
1834.0,2.979356,3487000000.0
1852.0,2.989983,3522000000.0
1855.0,2.96854,3527000000.0
1880.0,2.936116,3575000000.0
1882.0,2.958199,3579000000.0
1888.0,2.979012,3590000000.0
1919.0,2.983057,3649000000.0
1921.0,2.986795,3653000000.0
1996.0,2.970424,3795000000.0
2142.0,3.045774,4073000000.0000005
2218.0,2.946905,4216999999.9999995
2252.0,2.958477,4282000000.0
2312.0,2.918969,4396000000.0
2327.0,2.915408,4424000000.0
2409.0,2.911317,4580000000.0
2425.0,2.925973,4611000000.0
2430.0,2.925668,4620000000.0
2452.0,2.92669,4662000000.0
2474.0,2.946789,4704000000.0
2506.0,2.92275,4765000000.0
2511.0,2.956884,4774000000.0
2572.0,2.884585,4890000000.0
2630.0,2.922665,5000000000.0
2658.0,2.89798,5054000000.0
2667.0,2.930439,5071000000.0
2673.0,2.911146,5082000000.0
2722.0,2.91134,5175000000.0
2769.0,2.925277,5265000000.0
2791.0,2.923747,5306000000.0
2885.0,2.898899,5485000000.0
2896.0,2.88024,5506000000.0
2915.0,2.854907,5542000000.0
2923.0,2.897393,5557000000.0
2926.0,2.882732,5563000000.0
2991.0,2.907781,5686000000.0
2993.0,2.894644,5690000000.0
3044.0,2.894917,5787000000.0
3070.0,2.880602,5837000000.0
3104.0,2.876437,5901000000.0
3118.0,2.91761,5928000000.0
3125.0,2.921025,5941000000.0
3148.0,2.912718,5985000000.0
3160.0,2.886744,6008000000.0
3163.0,2.913376,6013000000.0
3205.0,2.876715,6093000000.0
3254.0,2.882368,6186000000.0
3258.0,2.8967,6194000000.0
3266.0,2.881962,6209000000.0
3275.0,2.898102,6226000000.0
3370.0,2.875635,6407000000.0
3395.0,2.87783,6454000000.0
3424.0,2.894804,6509000000.0
3445.0,2.84579,6549000000.0
3450.0,2.873433,6559000000.0
3537.0,2.878883,6724000000.0
3544.0,2.849618,6737000000.0
3567.0,2.858891,6781000000.0
3580.0,2.866438,6806000000.0
3662.0,2.840417,6962000000.0
3671.0,2.858505,6979000000.0
3728.0,2.845056,7087000000.0
3729.0,2.894832,7089000000.0
3775.0,2.875722,7176000000.0
3835.0,2.848883,7290000000.0
3867.0,2.85665,7351000000.0
3913.0,2.872538,7439000000.0
3923.0,2.875674,7458000000.0
3930.0,2.856197,7471000000.0
3933.0,2.847415,7477000000.0
3949.0,2.838879,7507000000.0
3975.0,2.85885,7557000000.0
4018.0,2.884739,7638000000.0
4028.0,2.867798,7657000000.0
4068.0,2.879375,7733000000.0
4106.0,2.848121,7806000000.0
4154.0,2.855559,7897000000.0
4193.0,2.868738,7971000000.0
4214.0,2.880342,8010999999.999999
4229.0,2.855661,8039000000.0
