step,ce,tokens
47.0,6.958869,101000000.0
68.0,6.260018,145000000.0
82.0,5.936082,174000000.0
95.0,5.699018,201000000.0
123.0,5.326454,260000000.0
138.0,5.125901,292000000.0
189.0,4.690405,398000000.0
192.0,4.690413,405000000.0
217.0,4.524111,457000000.0
320.0,4.105936,673000000.0
341.0,4.048954,717000000.0
351.0,4.256606,738000000.0
360.0,4.367059,757000000.0
378.0,4.090649,795000000.0
383.0,3.977593,805000000.0
407.0,3.730515,856000000.0
435.0,3.928352,914000000.0
443.0,4.670447,931000000.0
481.0,3.616879,1010999999.9999999
493.0,3.523726,1036000000.0
506.0,3.486099,1063000000.0
580.0,3.603476,1218000000.0
635.0,3.296637,1334000000.0
643.0,3.321172,1351000000.0
660.0,3.260966,1386000000.0
681.0,3.212531,1430000000.0
692.0,3.208953,1453000000.0
695.0,3.204782,1460000000.0
732.0,3.139666,1537000000.0
768.0,3.103319,1613000000.0
820.0,3.04553,1722000000.0
994.0,2.945543,2087000000.0000002
1022.0,2.928883,2145000000.0
1043.0,2.918713,2189000000.0
1047.0,2.938202,2198000000.0
1125.0,2.892057,2361000000.0
1134.0,2.88188,2380000000.0
1150.0,2.848319,2414000000.0
1167.0,2.848147,2449000000.0
1184.0,2.828273,2485000000.0
1279.0,2.812857,2684000000.0
1308.0,2.787879,2745000000.0
1315.0,2.806086,2760000000.0
1316.0,2.806988,2762000000.0
1327.0,2.802225,2785000000.0
1359.0,2.990826,2852000000.0
1369.0,2.861175,2873000000.0
1398.0,2.769417,2934000000.0
1409.0,2.756682,2957000000.0
1417.0,2.74044,2974000000.0
1494.0,2.768845,3135000000.0
1512.0,2.74545,3173000000.0
1533.0,2.75414,3217000000.0
1541.0,2.7334,3234000000.0
1558.0,2.725357,3269000000.0
1572.0,2.701293,3299000000.0
1586.0,2.717202,3328000000.0
1598.0,3.022611,3353000000.0
1632.0,2.709076,3425000000.0
1674.0,2.681243,3513000000.0
1720.0,2.699454,3609000000.0
1747.0,2.658884,3666000000.0
1763.0,2.661999,3699000000.0
1809.0,2.660309,3796000000.0
1827.0,2.655858,3834000000.0
1829.0,2.641384,3838000000.0
1847.0,2.665154,3876000000.0
1850.0,2.639418,3882000000.0
1875.0,2.647395,3934000000.0
1877.0,2.658969,3938000000.0
1883.0,2.657032,3951000000.0
1916.0,2.623546,4019999999.9999995
1991.0,2.620299,4178000000.0
2137.0,2.571557,4484000000.0
2213.0,2.577888,4643000000.0
2247.0,2.541757,4714000000.0
2307.0,2.555172,4840000000.0
2322.0,2.560481,4872000000.0
2404.0,2.538313,5044000000.0
2420.0,2.55518,5077000000.0
2425.0,2.548551,5088000000.0
2447.0,2.538483,5134000000.0
2469.0,2.538805,5180000000.0
2501.0,2.510838,5247000000.0
2506.0,2.510207,5258000000.0
2567.0,2.535735,5385000000.0
2625.0,2.488411,5507000000.0
2653.0,2.494137,5566000000.0
2668.0,2.47076,5597000000.0
2717.0,2.502302,5700000000.0
2764.0,2.511508,5799000000.0
2786.0,2.474097,5845000000.0
2880.0,2.487792,6042000000.0
2910.0,2.427125,6105000000.0
2918.0,2.470184,6122000000.0
2921.0,2.46787,6128000000.0
2986.0,2.452842,6264000000.0
2988.0,2.475753,6268000000.0
3039.0,2.460379,6375000000.0
3065.0,2.440558,6430000000.0
3099.0,2.478838,6501000000.0
3113.0,2.460034,6531000000.0
3120.0,2.439569,6545000000.0
3143.0,2.434308,6593000000.0
3155.0,2.473952,6619000000.0
3158.0,2.435156,6625000000.0
3200.0,2.456713,6713000000.0
3249.0,2.450767,6816000000.0
3253.0,2.442256,6824000000.0
3261.0,2.45118,6841000000.0
3365.0,2.435563,7059000000.0
3390.0,2.432281,7111000000.0
3419.0,2.424687,7172000000.0
3440.0,2.442593,7216000000.0
3445.0,2.424633,7227000000.0
3532.0,2.421773,7409000000.0
3539.0,2.425137,7424000000.0
3562.0,2.437409,7472000000.0
3575.0,2.426181,7499000000.0
3657.0,2.411399,7671000000.0
3666.0,2.432935,7690000000.0
3723.0,2.416764,7810000000.0
3770.0,2.409184,7908000000.0
3830.0,2.440312,8034000000.000001
3908.0,2.41162,8198000000.0
3918.0,2.381822,8218999999.999999
3925.0,2.397692,8233000000.000001
3928.0,2.401696,8240000000.0
3944.0,2.393689,8273000000.0
3970.0,2.383123,8327999999.999999
4013.0,2.38255,8417999999.999999
4023.0,2.410511,8439000000.0
4101.0,2.39886,8603000000.0
4149.0,2.370197,8703000000.0
4188.0,2.389705,8785000000.0
4209.0,2.38222,8829000000.0
4224.0,2.38297,8860000000.0
4244.0,2.391944,8902000000.0
