step,ce,tokens
42.0,7.232604,101000000.0
63.0,6.412139,151000000.0
77.0,6.055868,184000000.0
90.0,5.803764,215000000.0
118.0,5.364711,281000000.0
133.0,5.247327,316000000.0
184.0,4.727572,436000000.0
212.0,4.609748,503000000.0
315.0,4.409081,746000000.0
336.0,4.577501,795000000.0
346.0,4.260107,819000000.0
355.0,4.105262,840000000.0
378.0,3.900855,894000000.0
402.0,3.857278,951000000.0
430.0,3.919946,1016999999.9999999
438.0,3.796252,1036000000.0
476.0,3.552002,1125000000.0
488.0,3.486855,1154000000.0
575.0,3.370838,1359000000.0
630.0,4.450638,1489000000.0
638.0,3.993736,1508000000.0
655.0,3.601016,1548000000.0
676.0,3.299192,1597000000.0
687.0,3.30526,1623000000.0
727.0,3.218916,1718000000.0
815.0,3.225262,1925000000.0
989.0,3.043724,2336000000.0
1017.0,3.033626,2402000000.0
1038.0,3.027197,2451000000.0
1042.0,3.025925,2461000000.0
1120.0,2.956812,2645000000.0
1129.0,2.969429,2666000000.0
1145.0,2.930619,2704000000.0
1162.0,2.932363,2744000000.0
1179.0,2.916663,2784000000.0
1274.0,2.88219,3008000000.0
1303.0,2.963453,3077000000.0
1310.0,3.002046,3093000000.0
1311.0,3.016925,3095000000.0
1322.0,2.927677,3121000000.0
1364.0,2.829274,3220000000.0
1393.0,2.83195,3289000000.0
1404.0,2.82794,3315000000.0
1412.0,2.846067,3334000000.0
1489.0,2.808672,3515000000.0
1507.0,2.807442,3558000000.0
1528.0,2.788375,3607000000.0
1536.0,2.787441,3626000000.0
1553.0,2.799061,3666000000.0
1567.0,2.777414,3699000000.0
1581.0,2.754116,3732000000.0
1593.0,2.731575,3761000000.0
1627.0,2.734004,3841000000.0
1669.0,2.746259,3940000000.0
1715.0,2.710848,4049000000.0000005
1742.0,2.741659,4112000000.0
1758.0,2.724519,4150000000.0000005
1804.0,2.688358,4259000000.0000005
1822.0,2.701633,4301000000.0
1824.0,2.690862,4306000000.0
1842.0,2.687781,4348000000.0
1845.0,2.962232,4355000000.0
1870.0,2.733926,4414000000.0
1872.0,2.751851,4419000000.0
1878.0,2.697258,4433000000.0
1911.0,2.652905,4511000000.0
1986.0,2.648901,4688000000.0
2132.0,2.62196,5032000000.0
2208.0,2.620971,5212000000.0
2242.0,2.640446,5292000000.0
2302.0,2.585069,5433000000.0
2317.0,2.59085,5469000000.0
2399.0,2.58824,5662000000.0
2415.0,2.585368,5700000000.0
2420.0,2.59397,5712000000.0
2442.0,2.56013,5764000000.0
2496.0,2.575117,5891000000.0
2501.0,2.571469,5903000000.0
2562.0,2.582822,6047000000.0
2620.0,2.554926,6184000000.0
2648.0,2.557415,6250000000.0
2663.0,2.54782,6285000000.0
2712.0,2.569774,6401000000.0
2759.0,2.56243,6512000000.0
2781.0,2.533859,6564000000.0
2875.0,2.525414,6785000000.0
2905.0,2.530926,6856000000.0
2913.0,2.538637,6875000000.0
2916.0,2.540892,6882000000.0
2981.0,2.502243,7035000000.0
2983.0,2.515842,7040000000.0
3034.0,2.50857,7160000000.0
3060.0,2.497246,7222000000.0
3094.0,2.493077,7302000000.0
3108.0,2.516927,7335000000.0
3115.0,2.507803,7352000000.0
3138.0,2.494613,7406000000.0
3150.0,2.492644,7434000000.0
3195.0,2.504499,7540000000.0
3244.0,2.482862,7656000000.0
3248.0,2.481678,7665000000.0
3360.0,2.486105,7930000000.0
3385.0,2.48933,7989000000.0
3414.0,2.481344,8057000000.0
3435.0,2.467932,8106999999.999999
3440.0,2.470171,8118000000.0
3527.0,2.478655,8324000000.0
3534.0,2.466683,8340000000.0
3557.0,2.464338,8394000000.0
3570.0,2.452551,8425000000.000001
3652.0,2.471061,8619000000.0
3718.0,2.472042,8774000000.0
3765.0,2.44989,8885000000.0
3825.0,2.467727,9027000000.0
3903.0,2.464248,9211000000.0
3913.0,2.462865,9234000000.0
3920.0,2.448383,9251000000.0
3923.0,2.455988,9258000000.0
3939.0,2.453096,9296000000.0
3965.0,2.460598,9357000000.0
4008.0,2.432389,9458000000.0
4018.0,2.44028,9482000000.0
4096.0,2.415312,9666000000.0
4144.0,2.436203,9779000000.0
4183.0,2.45081,9871000000.0
4204.0,2.43599,9921000000.0
4219.0,2.454533,9956000000.0
4255.0,2.439851,10041000000.0
4289.0,2.44962,10121000000.0
4379.0,2.417523,10334000000.0
4380.0,2.435077,10336000000.0
4421.0,2.433356,10433000000.0
