step,ce,tokens
54.0,6.542706,101000000.0
75.0,5.930931,139000000.0
89.0,5.705559,165000000.0
102.0,5.51422,189000000.0
130.0,5.208977,240000000.0
145.0,4.969573,268000000.00000003
196.0,4.612416,361000000.0
197.0,4.660624,363000000.0
199.0,4.610878,367000000.0
204.0,4.612044,376000000.0
224.0,4.42734,413000000.0
327.0,4.028893,602000000.0
348.0,4.003989,640000000.0
358.0,4.07549,659000000.0
367.0,4.101167,675000000.0
385.0,4.272459,708000000.0
390.0,4.125394,717000000.0
414.0,3.760954,762000000.0
442.0,3.627947,813000000.0
450.0,3.584542,828000000.0
488.0,3.516178,897000000.0
500.0,3.550017,919000000.0
513.0,3.983939,943000000.0
587.0,3.377017,1079000000.0
642.0,3.394087,1180000000.0
650.0,3.760605,1195000000.0
667.0,3.688359,1226000000.0
688.0,3.460797,1264000000.0
699.0,3.36232,1285000000.0
702.0,3.279802,1290000000.0
739.0,3.305633,1358000000.0
775.0,3.211709,1424000000.0
827.0,3.18606,1519000000.0
1001.0,3.059465,1839000000.0
1029.0,3.074701,1890000000.0
1050.0,3.049456,1929000000.0
1054.0,3.069814,1936000000.0
1132.0,2.986329,2079000000.0000002
1141.0,3.003952,2096000000.0
1157.0,2.965377,2125000000.0
1174.0,2.995764,2156000000.0
1191.0,2.998281,2187000000.0
1286.0,2.961918,2362000000.0
1315.0,2.905859,2415000000.0
1322.0,2.929185,2428000000.0
1323.0,2.922436,2430000000.0
1334.0,2.921993,2450000000.0
1366.0,2.897468,2508000000.0
1376.0,2.924619,2527000000.0
1405.0,3.108036,2580000000.0
1416.0,3.216838,2600000000.0
1424.0,3.030178,2615000000.0
1501.0,2.868196,2756000000.0
1519.0,2.856539,2789000000.0
1540.0,2.858429,2828000000.0
1548.0,2.841916,2842000000.0
1565.0,2.867694,2874000000.0
1579.0,2.833114,2899000000.0
1593.0,2.863974,2925000000.0
1605.0,2.856005,2947000000.0
1639.0,2.803298,3009000000.0
1681.0,2.831598,3086000000.0
1727.0,2.793396,3171000000.0
1754.0,2.784872,3220000000.0
1770.0,2.762631,3250000000.0
1816.0,2.798269,3334000000.0
1834.0,2.773536,3367000000.0
1836.0,2.796513,3371000000.0
1854.0,2.743496,3404000000.0
1857.0,2.760817,3409000000.0
1882.0,2.771445,3455000000.0
1884.0,2.753544,3459000000.0
1890.0,2.735739,3470000000.0
1923.0,2.751888,3531000000.0
1998.0,2.740512,3668000000.0
2144.0,2.710669,3936000000.0
2220.0,2.682151,4075999999.9999995
2254.0,2.686448,4138000000.0
2314.0,2.691919,4248000000.0
2329.0,2.666562,4276000000.0
2411.0,2.678039,4426000000.0
2427.0,2.666349,4455000000.0
2432.0,2.657596,4465000000.0
2454.0,2.670211,4505000000.0
2476.0,2.676139,4545000000.0
2508.0,2.666946,4604000000.0
2513.0,2.669989,4613000000.0
2574.0,2.635978,4725000000.0
2632.0,2.633462,4832000000.0
2660.0,2.619836,4883000000.0
2669.0,2.643804,4899000000.0
2675.0,2.656074,4910000000.0
2724.0,2.654101,5000000000.0
2771.0,2.650447,5087000000.0
2793.0,2.6418,5127000000.0
2887.0,2.628768,5300000000.0
2917.0,2.647238,5355000000.0
2925.0,2.585525,5369000000.0
2928.0,2.625617,5375000000.0
2993.0,2.597839,5494000000.0
2995.0,2.629158,5498000000.0
3046.0,2.593847,5591000000.0
3072.0,2.596387,5639000000.0
3106.0,2.626628,5701000000.0
3120.0,2.61212,5727000000.0
3127.0,2.613624,5740000000.0
3150.0,2.574381,5782000000.0
3162.0,2.594117,5804000000.0
3165.0,2.585085,5810000000.0
3207.0,2.57636,5887000000.0
3256.0,2.590507,5977000000.0
3260.0,2.611304,5984000000.0
3268.0,2.590907,5999000000.0
3372.0,2.588274,6189000000.0
3397.0,2.576262,6235000000.0
3426.0,2.555883,6289000000.0
3447.0,2.606819,6327000000.0
3452.0,2.55763,6336000000.0
3539.0,2.569302,6496000000.0
3546.0,2.596063,6509000000.0
3569.0,2.597527,6551000000.0
3582.0,2.595841,6575000000.0
3664.0,2.569653,6725000000.0
3673.0,2.560911,6742000000.0
3730.0,2.539585,6846000000.0
3777.0,2.586434,6933000000.0
3837.0,2.555227,7043000000.0
3915.0,2.574495,7186000000.0
3925.0,2.58396,7204000000.0
3932.0,2.564867,7217000000.0
3935.0,2.556074,7223000000.0
3951.0,2.540652,7252000000.0
3977.0,2.568285,7300000000.0
4020.0,2.587291,7379000000.0
4030.0,2.525067,7397000000.0
4070.0,2.546516,7470000000.0
4108.0,2.567813,7540000000.0
4156.0,2.537675,7628000000.0
4195.0,2.542991,7700000000.0
4216.0,2.553383,7738000000.0
4231.0,2.528483,7766000000.0
4251.0,2.55716,7802000000.0
4267.0,2.55164,7832000000.0
4276.0,2.537387,7848000000.0
4301.0,2.549013,7894000000.0
4391.0,2.520662,8058999999.999999
4392.0,2.55622,8061000000.0
4433.0,2.53628,8135999999.999999
4501.0,2.531505,8260999999.999999
4519.0,2.550508,8294000000.000001
4541.0,2.537698,8335000000.000001
4556.0,2.522301,8362000000.0
4576.0,2.530288,8398999999.999999
4661.0,2.515839,8555000000.0
4691.0,2.518513,8610000000.0
4702.0,2.539165,8630000000.0
4715.0,2.526883,8654000000.0
4731.0,2.556381,8683000000.0
4748.0,2.539335,8714000000.0
4750.0,2.525411,8718000000.0
4759.0,2.543616,8735000000.0
4806.0,2.534316,8821000000.0
4854.0,2.549418,8909000000.0
4872.0,2.543728,8942000000.0
4955.0,2.526202,9094000000.0
4960.0,2.542769,9103000000.0
4963.0,2.528915,9109000000.0
4972.0,2.52263,9125000000.0
4973.0,2.521163,9127000000.0
4989.0,2.530119,9157000000.0
5037.0,2.523926,9245000000.0
5071.0,2.537567,9307000000.0
5092.0,2.526652,9346000000.0
5098.0,2.535828,9357000000.0
5131.0,2.505774,9417000000.0
5143.0,2.532765,9439000000.0
5159.0,2.535117,9469000000.0
