step,ce,tokens
42.0,7.271602,101000000.0
63.0,6.384476,151000000.0
77.0,6.077865,184000000.0
90.0,5.845913,215000000.0
118.0,5.412446,281000000.0
133.0,5.210434,316000000.0
184.0,4.741478,436000000.0
212.0,4.563482,503000000.0
315.0,4.166635,746000000.0
336.0,4.304033,795000000.0
346.0,4.297598,819000000.0
355.0,4.221453,840000000.0
378.0,3.91598,894000000.0
402.0,3.975915,951000000.0
430.0,3.947,1016999999.9999999
438.0,3.937851,1036000000.0
476.0,3.54881,1125000000.0
488.0,3.509972,1154000000.0
575.0,3.403494,1359000000.0
630.0,3.27645,1489000000.0
638.0,3.268854,1508000000.0
655.0,3.272814,1548000000.0
676.0,3.591316,1597000000.0
687.0,3.648571,1623000000.0
727.0,3.267217,1718000000.0
815.0,3.49218,1925000000.0
989.0,2.999131,2336000000.0
1017.0,2.967855,2402000000.0
1038.0,3.074754,2451000000.0
1042.0,3.118886,2461000000.0
1120.0,2.924511,2645000000.0
1129.0,2.906413,2666000000.0
1145.0,2.911973,2704000000.0
1162.0,2.921449,2744000000.0
1179.0,2.935359,2784000000.0
1274.0,2.853938,3008000000.0
1303.0,2.83342,3077000000.0
1310.0,2.83,3093000000.0
1311.0,2.838099,3095000000.0
1322.0,2.848321,3121000000.0
1364.0,2.796649,3220000000.0
1393.0,2.788284,3289000000.0
1404.0,2.786738,3315000000.0
1412.0,2.798315,3334000000.0
1489.0,2.763683,3515000000.0
1507.0,2.762144,3558000000.0
1528.0,2.76339,3607000000.0
1536.0,2.749644,3626000000.0
1553.0,2.764052,3666000000.0
1567.0,2.758537,3699000000.0
1581.0,2.724297,3732000000.0
1593.0,2.709615,3761000000.0
1627.0,2.709809,3841000000.0
1669.0,2.716324,3940000000.0
1715.0,2.687359,4049000000.0000005
1742.0,2.689104,4112000000.0
1758.0,2.67826,4150000000.0000005
1804.0,2.654739,4259000000.0000005
1822.0,2.670531,4301000000.0
1824.0,2.662668,4306000000.0
1842.0,2.652068,4348000000.0
1845.0,2.678025,4355000000.0
1870.0,2.630712,4414000000.0
1872.0,2.648996,4419000000.0
1878.0,2.637337,4433000000.0
1911.0,2.619768,4511000000.0
1986.0,2.602625,4688000000.0
2132.0,2.581229,5032000000.0
2208.0,2.579702,5212000000.0
2242.0,2.59751,5292000000.0
2302.0,2.548568,5433000000.0
2317.0,2.604924,5469000000.0
2399.0,2.551258,5662000000.0
2415.0,2.550371,5700000000.0
2420.0,2.558122,5712000000.0
2442.0,2.532207,5764000000.0
2496.0,2.541997,5891000000.0
2501.0,2.537586,5903000000.0
2562.0,2.54947,6047000000.0
2620.0,2.520223,6184000000.0
2648.0,2.521731,6250000000.0
2663.0,2.513699,6285000000.0
2712.0,2.545249,6401000000.0
2759.0,2.529455,6512000000.0
2781.0,2.497147,6564000000.0
2875.0,2.486928,6785000000.0
2905.0,2.495041,6856000000.0
2913.0,2.474851,6875000000.0
2916.0,2.486711,6882000000.0
2981.0,2.463706,7035000000.0
2983.0,2.480988,7040000000.0
3034.0,2.470585,7160000000.0
3060.0,2.46106,7222000000.0
3094.0,2.457214,7302000000.0
3108.0,2.480708,7335000000.0
3115.0,2.471436,7352000000.0
3138.0,2.463163,7406000000.0
3150.0,2.457983,7434000000.0
3195.0,2.470502,7540000000.0
3244.0,2.448852,7656000000.0
3248.0,2.44813,7665000000.0
3360.0,2.449965,7930000000.0
3385.0,2.455749,7989000000.0
3414.0,2.444998,8057000000.0
3435.0,2.434258,8106999999.999999
3440.0,2.435796,8118000000.0
3527.0,2.445741,8324000000.0
3534.0,2.433734,8340000000.0
3557.0,2.430494,8394000000.0
3570.0,2.416514,8425000000.000001
3652.0,2.433303,8619000000.0
3718.0,2.434322,8774000000.0
3765.0,2.413092,8885000000.0
3825.0,2.433333,9027000000.0
3903.0,2.427592,9211000000.0
3913.0,2.425226,9234000000.0
3920.0,2.411103,9251000000.0
3923.0,2.419104,9258000000.0
3939.0,2.417757,9296000000.0
3965.0,2.423924,9357000000.0
4008.0,2.396809,9458000000.0
4018.0,2.40443,9482000000.0
4096.0,2.379717,9666000000.0
4144.0,2.399817,9779000000.0
4183.0,2.414613,9871000000.0
4204.0,2.39916,9921000000.0
4219.0,2.416738,9956000000.0
4255.0,2.40366,10041000000.0
4289.0,2.411816,10121000000.0
4379.0,2.381002,10334000000.0
4380.0,2.398141,10336000000.0
4421.0,2.396108,10433000000.0
4489.0,2.377381,10593000000.0
4507.0,2.383049,10636000000.0
4544.0,2.376618,10723000000.0
4649.0,2.385952,10971000000.0
4679.0,2.383842,11042000000.0
4690.0,2.383671,11067000000.0
4703.0,2.396144,11098000000.0
4719.0,2.380008,11136000000.0
4736.0,2.38231,11176000000.0
4738.0,2.396528,11181000000.0
4747.0,2.385323,11202000000.0
4842.0,2.352526,11426000000.0
4860.0,2.373811,11469000000.0
4943.0,2.3793,11664000000.0
4948.0,2.357903,11676000000.0
4951.0,2.349053,11683000000.0
4960.0,2.363803,11704000000.0
4961.0,2.402947,11707000000.0
5025.0,2.384624,11858000000.0
5059.0,2.374677,11938000000.0
5080.0,2.369435,11988000000.0
5086.0,2.378251,12002000000.0
5119.0,2.35707,12080000000.0
5131.0,2.360915,12108000000.0
5147.0,2.365141,12146000000.0
5202.0,2.36012,12275000000.0
5207.0,2.370735,12287000000.0
5279.0,2.358617,12457000000.0
5300.0,2.350488,12507000000.0
5306.0,2.361281,12521000000.0
5317.0,2.369185,12547000000.0
5350.0,2.355974,12625000000.0
5379.0,2.356124,12693000000.0
5403.0,2.366768,12750000000.0
5422.0,2.335901,12794000000.0
5430.0,2.350264,12813000000.0
5449.0,2.345891,12858000000.0
5463.0,2.367736,12891000000.0
5464.0,2.331143,12894000000.0
5506.0,2.351253,12993000000.0
5529.0,2.349854,13047000000.0
5574.0,2.344975,13153000000.0
5584.0,2.343717,13177000000.0
5598.0,2.367151,13210000000.0
5624.0,2.366315,13271000000.0
5637.0,2.336599,13302000000.0
5680.0,2.344221,13403000000.0
5800.0,2.347879,13686000000.0
5814.0,2.352146,13719000000.0
5816.0,2.357952,13724000000.0
5836.0,2.354577,13771000000.0
5873.0,2.379982,13859000000.0
5889.0,2.406719,13896000000.0
5901.0,2.349115,13925000000.0
5915.0,2.35498,13958000000.0
5944.0,2.35635,14026000000.0
6021.0,2.341798,14208000000.0
6072.0,2.33803,14328000000.0
6082.0,2.315492,14352000000.0
6103.0,2.332728,14401000000.0
6110.0,2.353489,14418000000.0
6144.0,2.345352,14498000000.0
6253.0,2.349302,14755000000.0
6263.0,2.328182,14779000000.0
6297.0,2.326819,14859000000.0
6298.0,2.332788,14861000000.0
6382.0,2.326214,15059000000.0
6399.0,2.379287,15099000000.0
6425.0,2.326045,15161000000.0
6441.0,2.334282,15199000000.0
6461.0,2.312099,15246000000.0
6490.0,2.350417,15314000000.0
6496.0,2.321443,15328000000.0
6557.0,2.340411,15472000000.0
6597.0,2.313557,15567000000.0
6648.0,2.333297,15687000000.0
6711.0,2.343851,15836000000.0
6720.0,2.31936,15857000000.0
6762.0,2.353091,15956000000.0
6773.0,2.314394,15982000000.0
6810.0,2.313502,16069000000.0
6827.0,2.312181,16109000000.000002
6858.0,2.31821,16181999999.999998
6865.0,2.315423,16199000000.000002
6870.0,2.328405,16210999999.999998
6941.0,2.355549,16378000000.0
6952.0,2.329853,16404000000.0
7005.0,2.331021,16529000000.0
7015.0,2.301845,16553000000.0
7033.0,2.335897,16594999999.999998
7060.0,2.332685,16658999999.999998
7095.0,2.330388,16742000000.0
7181.0,2.315157,16944000000.0
7199.0,2.324826,16986999999.999998
7246.0,2.287636,17097999999.999998
7313.0,2.338668,17256000000.0
7364.0,2.314253,17376000000.0
7384.0,2.313857,17423000000.0
7403.0,2.295819,17468000000.0
7441.0,2.319315,17558000000.0
7449.0,2.312919,17577000000.0
7460.0,2.314932,17603000000.0
7477.0,2.294138,17643000000.0
7491.0,2.318331,17676000000.0
7555.0,2.297483,17827000000.0
7596.0,2.315281,17924000000.0
7647.0,2.304452,18044000000.0
7650.0,2.321039,18051000000.0
7662.0,2.31014,18079000000.0
7687.0,2.325379,18138000000.0
7756.0,2.320212,18301000000.0
7769.0,2.306779,18332000000.0
7845.0,2.314395,18511000000.0
7881.0,2.317672,18596000000.0
7899.0,2.322321,18638000000.0
7910.0,2.319421,18664000000.0
7912.0,2.332925,18669000000.0
7941.0,2.31821,18738000000.0
7969.0,2.299535,18804000000.0
8098.0,2.29284,19108000000.0
8144.0,2.322283,19216000000.0
8179.0,2.304601,19299000000.0
8180.0,2.302022,19301000000.0
8218.0,2.279846,19391000000.0
8272.0,2.300018,19518000000.0
8274.0,2.327394,19523000000.0
8294.0,2.276806,19570000000.0
8313.0,2.30207,19615000000.0
8384.0,2.303073,19783000000.0
8388.0,2.300709,19792000000.0
8395.0,2.297503,19809000000.0
8429.0,2.291688,19889000000.0
8444.0,2.325769,19924000000.0
8467.0,2.298354,19979000000.0
8483.0,2.30187,20016000000.0
8531.0,2.29571,20130000000.0
8559.0,2.281118,20196000000.0
8565.0,2.293961,20210000000.0
8568.0,2.299928,20217000000.0
8629.0,2.316897,20361000000.0
8656.0,2.278915,20424000000.0
8659.0,2.301605,20432000000.0
8691.0,2.295195,20507000000.0
8700.0,2.30486,20528000000.0
8762.0,2.276552,20675000000.0
8772.0,2.290844,20698000000.0
8781.0,2.299895,20719000000.0
8820.0,2.284937,20811000000.0
8843.0,2.293942,20866000000.0
8893.0,2.314745,20984000000.0
8900.0,2.293249,21000000000.0
8905.0,2.281401,21012000000.0
8913.0,2.288319,21031000000.0
8926.0,2.280146,21061000000.0
8934.0,2.285466,21080000000.0
8955.0,2.289728,21130000000.0
8966.0,2.298094,21156000000.0
9008.0,2.26538,21255000000.0
9016.0,2.300266,21274000000.0
9033.0,2.282174,21314000000.0
9061.0,2.298193,21380000000.0
9105.0,2.275014,21484000000.0
9119.0,2.2632,21517000000.0
9158.0,2.29075,21609000000.0
9180.0,2.285682,21661000000.0
9181.0,2.276627,21663000000.0
9188.0,2.287954,21680000000.0
9206.0,2.300432,21722000000.0
9219.0,2.27224,21753000000.0
9279.0,2.317256,21894000000.0
9303.0,2.282652,21951000000.0
9318.0,2.282883,21986000000.0
9319.0,2.294829,21989000000.0
9328.0,2.289558,22010000000.0
9490.0,2.281948,22392000000.0
9491.0,2.297836,22394000000.0
9501.0,2.289439,22418000000.0
9539.0,2.296417,22508000000.0
9594.0,2.275907,22637000000.0
9637.0,2.289409,22739000000.0
9662.0,2.281033,22798000000.0
9775.0,2.287561,23064000000.0
9781.0,2.262619,23079000000.0
9799.0,2.270315,23121000000.0
9833.0,2.280464,23201000000.0
9932.0,2.283992,23435000000.0
9945.0,2.266204,23466000000.0
9960.0,2.288475,23501000000.0
9977.0,2.286191,23541000000.0
9981.0,2.29208,23550000000.0
10004.0,2.289614,23605000000.0
10040.0,2.256519,23690000000.0
10041.0,2.272669,23692000000.0
10075.0,2.291105,23772000000.0
10087.0,2.286198,23801000000.0
10121.0,2.27813,23881000000.0
10152.0,2.291438,23954000000.0
10174.0,2.287966,24006000000.0
10245.0,2.259395,24173000000.0
10248.0,2.281936,24180000000.0
10287.0,2.295375,24272000000.0
10312.0,2.288686,24331000000.0
10343.0,2.279149,24405000000.0
10373.0,2.267959,24475000000.0
10394.0,2.274417,24525000000.0
10410.0,2.271871,24563000000.0
10484.0,2.2736,24737000000.0
10543.0,2.297586,24876000000.0
10544.0,2.287581,24879000000.0
10586.0,2.281997,24978000000.0
10732.0,2.258497,25322000000.0
10765.0,2.265853,25400000000.0
10792.0,2.292851,25464000000.0
10796.0,2.285623,25473000000.0
10808.0,2.269773,25502000000.0
10810.0,2.304533,25506000000.0
10816.0,2.262031,25521000000.0
10842.0,2.28501,25582000000.0
10943.0,2.256129,25820000000.0
10996.0,2.243035,25945000000.0
11015.0,2.264058,25990000000.0
11119.0,2.284776,26235000000.0
11148.0,2.246067,26304000000.0
11169.0,2.278287,26353000000.0
11286.0,2.290835,26629000000.0
11289.0,2.273681,26636000000.0
11296.0,2.279021,26653000000.0
11349.0,2.267386,26778000000.0
11367.0,2.285831,26820000000.0
