step,ce,tokens
40.0,7.151062,102000000.0
75.0,5.98947,189000000.0
116.0,5.336365,291000000.0
131.0,5.156831,329000000.0
182.0,4.744732,456000000.0
334.0,4.136521,834000000.0
344.0,4.513309,859000000.0
353.0,4.328908,882000000.0
376.0,3.933726,939000000.0
400.0,3.74076,999000000.0
428.0,3.704604,1068000000.0000001
436.0,3.825774,1088000000.0
474.0,3.767893,1183000000.0
573.0,3.642559,1429000000.0
628.0,3.413911,1566000000.0
636.0,3.369553,1586000000.0
653.0,3.36734,1629000000.0
685.0,3.342541,1708000000.0
725.0,3.293114,1808000000.0
813.0,3.178862,2027000000.0000002
987.0,3.054182,2460000000.0
1015.0,3.115222,2530000000.0
1036.0,3.047743,2583000000.0
1040.0,3.001823,2592000000.0
1118.0,2.990483,2787000000.0
1127.0,2.982613,2809000000.0
1143.0,2.961509,2849000000.0
1160.0,2.971904,2891000000.0
1177.0,2.952185,2934000000.0
1272.0,2.966518,3170000000.0
1301.0,2.980187,3242000000.0
1308.0,2.967959,3260000000.0
1309.0,2.947807,3262000000.0
1320.0,2.927648,3290000000.0
1362.0,2.922093,3394000000.0
1391.0,2.953652,3467000000.0
1410.0,2.910649,3514000000.0
1487.0,2.919252,3706000000.0
1505.0,2.861074,3750000000.0
1526.0,2.91713,3803000000.0
1534.0,2.863213,3823000000.0
1551.0,2.843648,3865000000.0
1579.0,2.881506,3935000000.0
1591.0,2.849808,3965000000.0
1625.0,2.859784,4049000000.0000005
1667.0,2.835307,4154000000.0
1713.0,2.818454,4268000000.0
1740.0,2.816373,4336000000.0
1756.0,2.820277,4376000000.0
1802.0,2.786153,4490000000.0
1822.0,2.828989,4540000000.0
1843.0,2.792716,4592000000.0
1868.0,2.786909,4654000000.0
1870.0,2.773989,4659000000.0
1876.0,2.788048,4674000000.0
1909.0,2.790654,4757000000.0
1984.0,2.785891,4943000000.0
2130.0,2.751972,5307000000.0
2206.0,2.717885,5496000000.0
2300.0,2.706654,5730000000.0
2397.0,2.701966,5972000000.0
2413.0,2.717746,6012000000.0
2418.0,2.721121,6024000000.0
2440.0,2.696115,6079000000.0
2494.0,2.677164,6213000000.0
2499.0,2.712067,6226000000.0
2560.0,2.655455,6378000000.0
2618.0,2.675755,6522000000.0
2646.0,2.66157,6592000000.0
2661.0,2.677912,6629000000.0
2710.0,2.677732,6751000000.0
2779.0,2.665409,6923000000.0
2873.0,2.648443,7157000000.0
2903.0,2.662903,7232000000.0
2911.0,2.624251,7252000000.0
2914.0,2.641869,7259000000.0
2979.0,2.668969,7421000000.0
2981.0,2.649397,7426000000.0
3032.0,2.665453,7553000000.0
3058.0,2.646793,7618000000.0
3092.0,2.654007,7703000000.0
3106.0,2.637863,7738000000.0
3113.0,2.640038,7755000000.0
3136.0,2.61663,7812000000.0
3148.0,2.618694,7842000000.0
3193.0,2.61237,7954000000.0
3242.0,2.623614,8076000000.000001
3246.0,2.623297,8086000000.0
3358.0,2.63905,8365000000.0
3383.0,2.603308,8427000000.0
3412.0,2.616064,8500000000.0
3433.0,2.607518,8552000000.0
3438.0,2.621794,8564000000.0
3525.0,2.611274,8781000000.0
3555.0,2.63173,8856000000.0
3568.0,2.611219,8888000000.0
3650.0,2.621281,9092000000.0
3716.0,2.601318,9257000000.0
3763.0,2.637218,9374000000.0
3823.0,2.617393,9523000000.0
3901.0,2.581827,9717000000.0
3911.0,2.593567,9742000000.0
3918.0,2.606724,9760000000.0
3937.0,2.588661,9807000000.0
3963.0,2.621244,9872000000.0
4006.0,2.612925,9979000000.0
4016.0,2.599963,10004000000.0
4094.0,2.612401,10198000000.0
4181.0,2.598627,10415000000.0
4202.0,2.595221,10467000000.0
4217.0,2.587562,10504000000.0
4253.0,2.585381,10594000000.0
4287.0,2.608208,10679000000.0
4377.0,2.582478,10903000000.0
4378.0,2.591543,10905000000.0
4419.0,2.577585,11007000000.0
4487.0,2.574134,11177000000.0
4505.0,2.556106,11222000000.0
4542.0,2.589348,11314000000.0
4647.0,2.580487,11575000000.0
4677.0,2.581846,11650000000.0
4688.0,2.606138,11677000000.0
4701.0,2.609277,11710000000.0
4717.0,2.561993,11750000000.0
4734.0,2.582222,11792000000.0
4736.0,2.57373,11797000000.0
4840.0,2.582972,12056000000.0
4858.0,2.563662,12101000000.0
4941.0,2.563405,12307000000.0
4946.0,2.581135,12320000000.0
4949.0,2.578423,12327000000.0
4958.0,2.576199,12350000000.0
4959.0,2.57571,12352000000.0
5023.0,2.553465,12512000000.0
5057.0,2.593035,12596000000.0
5078.0,2.573528,12649000000.0
5084.0,2.584118,12664000000.0
5117.0,2.578252,12746000000.0
5129.0,2.5779,12776000000.0
5145.0,2.561625,12815000000.0
5200.0,2.58329,12952000000.0
5205.0,2.573485,12965000000.0
5277.0,2.563296,13144000000.0
5304.0,2.55947,13211000000.0
5315.0,2.554932,13239000000.0
5348.0,2.602961,13321000000.0
5377.0,2.562803,13393000000.0
5401.0,2.564233,13453000000.0
5428.0,2.582697,13520000000.0
5447.0,2.560153,13568000000.0
5461.0,2.551326,13602000000.0
5462.0,2.559164,13605000000.0
5504.0,2.570292,13709000000.0
5527.0,2.558739,13767000000.0
5572.0,2.588244,13879000000.0
5582.0,2.573711,13904000000.0
5596.0,2.571947,13939000000.0
5622.0,2.552989,14003000000.0
5798.0,2.559592,14442000000.0
5814.0,2.568755,14481000000.0
5834.0,2.561343,14531000000.0
5887.0,2.553695,14663000000.0
5899.0,2.567215,14693000000.0
5942.0,2.572453,14800000000.0
6019.0,2.565169,14992000000.0
6070.0,2.566521,15119000000.0
6080.0,2.553611,15144000000.0
6101.0,2.539569,15196000000.0
6108.0,2.564781,15214000000.0
6251.0,2.535844,15570000000.0
6261.0,2.536145,15595000000.0
6295.0,2.539081,15679000000.0
6296.0,2.548399,15682000000.0
